"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Number of Pieces of Audio Equipment","Number of Pieces of Audio Equipment_notes","Contains Suboofer","Does Subwoofer have indicator light or warm to touch","Audio Wifi Enabled","Audio Connected to TV","Notes","Room Name","Room Type"
"Appliance_00000576","SITE_01165","Room_00016745","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-451","No",4.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000915","SITE_01167","Room_00016762","Audio Equipment","No",,"Unknown","Unknown","RCA","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000916","SITE_01167","Room_00016767","Audio Equipment","No",,"Unknown","Unknown","Audiovox","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000640","SITE_01168","Room_00016772","Audio Equipment","No",,"Unknown","Unknown","Aiwa","Unknown","Unknown",3.0000,,"No","N/A","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00023137","SITE_01169","Room_00016881","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","No",3.0000,,"No","N/A","No","No","Could not find serial number on back","Family Room_1","Family Room"
"Appliance_00000565","SITE_01170","Room_00016789","Audio Equipment","No",,"Unknown","Unknown","TEAC","Ag-v7700","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000527","SITE_01171","Room_00016794","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Rx-v365","Unknown",3.0000,,"Yes","No","No","Yes","Sub not working and unplugged","Living Room_1","Living Room"
"Appliance_00000528","SITE_01171","Room_00016795","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Sa- pm18","Yes",3.0000,,"No","N/A","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00000610","SITE_01174","Room_00016816","Audio Equipment","No",,"Unknown","AM160000683","Polk Audio","Surroundbar 6000","Yes",2.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000660","SITE_01175","Room_00016826","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000661","SITE_01175","Room_00016831","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000622","SITE_01181","Room_00016873","Audio Equipment","No",,"Unknown","80400275","Kenwood","Unknown","No",4.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000642","SITE_01182","Room_00016891","Audio Equipment","No",,"Unknown","Unknown","Aiwa","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000522","SITE_01184","Room_00016903","Audio Equipment","No",,"Unknown","Unknown","Logitech","Z506","No",6.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000523","SITE_01186","Room_00016915","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",10.0000,,"No","N/A","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00000524","SITE_01186","Room_00016916","Audio Equipment","No",,"Unknown","Z247216T","Yamaha","Yst-sw80","No",4.0000,,"Yes","Yes","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00000908","SITE_01188","Room_00016938","Audio Equipment","No",,"Unknown","Unknown","TEAC","CD-X9","No",4.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000639","SITE_01197","Room_00017052","Audio Equipment","No",,"Unknown","Unknown","Yamaha","HTR-5063","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000598","SITE_01198","Room_00017067","Audio Equipment","No",,"Unknown","Unknown","Marantz","Sr6010","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000647","SITE_01199","Room_00017078","Audio Equipment","No",,"Unknown","Unknown","Philips","Fw570c","Unknown",3.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000648","SITE_01199","Room_00017082","Audio Equipment","No",,"Unknown","Unknown","Philips","Az2765","No",5.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000649","SITE_01199","Room_00017085","Audio Equipment","No",,"Unknown","Unknown","Sceptre","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000650","SITE_01200","Room_00017098","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Tx-sr605","Yes",9.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000624","SITE_01201","Room_00017103","Audio Equipment","Yes",2007,,"N/A","Emerson","Pd6548bl","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000625","SITE_01201","Room_00017105","Audio Equipment","No",,"Unknown","WS0DA32263","Panasonic","Rx-d11","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000626","SITE_01201","Room_00017111","Audio Equipment","No",,"Unknown","Unknown","JVC","Pc-xc70","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001100","SITE_01202","Room_00017119","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000643","SITE_01203","Room_00017134","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00000611","SITE_01204","Room_00017141","Audio Equipment","No",,"Unknown","Unknown","Sony","Icf-cdk70","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000534","SITE_01207","Room_00017189","Audio Equipment","No",,"Unknown","2015100070","Befree","BFS-900","No",5.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000535","SITE_01207","Room_00017196","Audio Equipment","No",,"Unknown","Unknown","QFX","OGGQFX-1215","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000521","SITE_01210","Room_00017245","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SXBS","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000607","SITE_01211","Room_00017261","Audio Equipment","No",,"Unknown","Unknown","Denon","DRA435R","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Family Room_2","Family Room"
"Appliance_00000608","SITE_01211","Room_00017274","Audio Equipment","No",,"Unknown","Unknown","Logitech","Unknown","No",5.0000,,"Yes","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000609","SITE_01211","Room_00017274","Audio Equipment","Yes",2014,,"N/A","Integra","DTR40.2","Unknown",12.0000,,"Yes","No","No","Yes","Integrated speaker system in house","Living Room_1","Living Room"
"Appliance_00000612","SITE_01213","Room_00017301","Audio Equipment","No",,"Unknown","Unknown","Definitive.","Unknown","Unknown",2.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000606","SITE_01214","Room_00017322","Audio Equipment","No",,"Unknown","Unknown","Sony","ZS-S4iP","No",1.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000584","SITE_01214","Room_00017319","Audio Equipment","No",,"Unknown","Unknown","Sony","DAV-HDX576WF","Unknown",6.0000,,"Yes","No","Unknown","Yes","N/A","Family Room_3","Family Room"
"Appliance_00000561","SITE_01215","Room_00017337","Audio Equipment","No",,"Unknown","ZSDQ1TABA02689V","Samsung","He-d350","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_3","Living Room"
"Appliance_00000604","SITE_01216","Room_00017354","Audio Equipment","No",,"Unknown","8821208","Sony","SA-WST7","No",1.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000605","SITE_01216","Room_00017357","Audio Equipment","No",,"Unknown","AM190105170","Polk Audio","SURROUNDBAR9000","No",2.0000,,"Yes","Yes","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001097","SITE_01217","Room_00017369","Audio Equipment","No",,"Unknown","Z0064970TV","Yamaha","YST-M101","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00001098","SITE_01217","Room_00017372","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000963","SITE_01221","Room_00017419","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Tx-sr601","Unknown",6.0000,,"Yes","No","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000964","SITE_01221","Room_00017421","Audio Equipment","No",,"Unknown","Unknown","ILive","IBC233B","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001227","SITE_01222","Room_00017430","Audio Equipment","No",,"Unknown","Unknown","Kenwood","VR60RS","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001228","SITE_01222","Room_00017430","Audio Equipment","Yes",2006,,"N/A","Sony","CMT-NEZ30","Yes",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001312","SITE_01224","Room_00017449","Audio Equipment","No",,"Unknown","Unknown","Modular Component Systems","3233","No",4.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001313","SITE_01224","Room_00017461","Audio Equipment","No",,"Unknown","NL3987075C","Pioneer","SX-251R","No",5.0000,,"No","N/A","No","No","N/A","Family Room_2","Family Room"
"Appliance_00001314","SITE_01224","Room_00017461","Audio Equipment","No",,"Unknown","SZZOSUAS1404474","Vizio","10612170241","No",2.0000,,"Yes","No","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00001256","SITE_01227","Room_00017487","Audio Equipment","No",,"Unknown","Unknown","Sony","CFD-S350","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001221","SITE_01228","Room_00017495","Audio Equipment","No",,"Unknown","Unknown","Sony","MHC-EC98P","Unknown",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001233","SITE_01229","Room_00017505","Audio Equipment","No",,"Unknown","Unknown","Sony","SRS-48","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000967","SITE_01230","Room_00017513","Audio Equipment","No",,"Unknown","Unknown","Magnavox","AS305","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000960","SITE_01233","Room_00017532","Audio Equipment","No",,"Unknown","8163566","Sony","Ss-cnez30","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000944","SITE_01234","Room_00017542","Audio Equipment","No",,"Unknown","Unknown","Magnavox","mas-100","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001318","SITE_01242","Room_00017614","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001319","SITE_01242","Room_00017614","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",2.0000,,"No","N/A","No","No","Behind speakers","Living Room_1","Living Room"
"Appliance_00001200","SITE_01244","Room_00017623","Audio Equipment","Yes",2016,,"N/A","Magnavox","MSB4550","Unknown",1.0000,,"Yes","No","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001351","SITE_01248","Room_00017648","Audio Equipment","Yes",2016,,"N/A","Sony","Str-dh130","Unknown",5.0000,,"No","N/A","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00001352","SITE_01248","Room_00017649","Audio Equipment","No",,"Unknown","AMD12170307037","Denon","Avr-s530bt","No",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00022682","SITE_01249","Room_00017653","Audio Equipment","Yes",2016,,"N/A","Magnavox","Msb2600","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022683","SITE_01250","Room_00017660","Audio Equipment","Yes",2016,,"N/A","Tyler","Tau101-bl","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001301","SITE_01251","Room_00017672","Audio Equipment","No",,"Unknown","T246565QS","Yamaha","Rx-v379","Unknown",4.0000,,"Yes","No","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00001258","SITE_01253","Room_00017684","Audio Equipment","No",,"Unknown","Unknown","Magnavox","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001244","SITE_01253","Room_00017681","Audio Equipment","No",,"Unknown","Unknown","Sharp","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00001353","SITE_01258","Room_00017721","Audio Equipment","No",1998,,"Unknown","Sharp","CD-C2600","Unknown",1.0000,,"No","N/A","No","No","Plugged in but never used. Serial number not listed","Bedroom_1","Bedroom"
"Appliance_00001212","SITE_01263","Room_00017760","Audio Equipment","Yes",2014,,"N/A","ONN","ona13av503","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001222","SITE_01267","Room_00017799","Audio Equipment","Yes",2015,,"N/A","ONN","ONB15AV203","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001252","SITE_01269","Room_00017808","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX D514","Yes",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001354","SITE_01270","Room_00017822","Audio Equipment","No",,"Unknown","4TP05B04928999A","Sound Freaq","Sfq-04","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00001355","SITE_01270","Room_00017826","Audio Equipment","No",,"Unknown","Unknown","Logitech","S-0175a","Unknown",3.0000,,"Yes","No","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00001356","SITE_01273","Room_00017856","Audio Equipment","No",,"Unknown","Unknown","LG","Unknown","Unknown",1.0000,,"No","N/A","No","Yes","Sound bar. Cant access back","Living Room_1","Living Room"
"Appliance_00001357","SITE_01274","Room_00017860","Audio Equipment","No",,"Unknown","Unknown","Emerson","Unknown","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00001358","SITE_01276","Room_00017879","Audio Equipment","No",2002,,"Unknown","Yamaha","RX-V530","Unknown",3.0000,,"Yes","Yes","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001359","SITE_01276","Room_00017890","Audio Equipment","No",2015,,"Unknown","Ihome","ibt90","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_7","Bedroom"
"Appliance_00001360","SITE_01276","Room_00017890","Audio Equipment","No",,"Unknown","043085903143640AE","Bose","N123","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_7","Bedroom"
"Appliance_00001361","SITE_01280","Room_00017927","Audio Equipment","No",,"Unknown","Unknown","Insignia","Is-hc040918","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001362","SITE_01280","Room_00017931","Audio Equipment","Yes",2014,,"N/A","Jensen","Jta-230","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001363","SITE_01280","Room_00017931","Audio Equipment","Yes",2002,,"N/A","Pioneer","Xv-htd520","Yes",7.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001364","SITE_01282","Room_00017944","Audio Equipment","No",,"Unknown","Unknown","Beats by Dre","WM-1300","Unknown",1.0000,,"No","N/A","No","Yes","New Pill XLNo serial number or year listed","Living Room_1","Living Room"
"Appliance_00001243","SITE_01283","Room_00017952","Audio Equipment","No",,"Unknown","Unknown","RCA","RS 2663","No",3.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00001299","SITE_01288","Room_00017992","Audio Equipment","Yes",1999,,"N/A","Emerson","Cks2000","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001300","SITE_01288","Room_00017992","Audio Equipment","Yes",2011,,"N/A","Coby","Cx-cd377","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001304","SITE_01290","Room_00018004","Audio Equipment","No",,"Unknown","5375U6090735151","Diamond Audio Technology","EMC2.0-USB","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001248","SITE_01293","Room_00018025","Audio Equipment","No",,"Unknown","Unknown","The singing machine","SMD-808","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00001250","SITE_01294","Room_00018040","Audio Equipment","No",,"Unknown","Unknown","Insignia","NS-R5101AHD","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000961","SITE_01296","Room_00018069","Audio Equipment","No",,"Unknown","Unknown","Adcom","Gtp-500","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000962","SITE_01296","Room_00018072","Audio Equipment","No",,"Unknown","21 EL55913","Mackie","Hr824","No",2.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00000948","SITE_01297","Room_00018077","Audio Equipment","No",,"Unknown","SZZOSTAS3200254","Vizio","Unknown","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001257","SITE_01298","Room_00018088","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-D915","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00001261","SITE_01298","Room_00018089","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-818V","Unknown",5.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001306","SITE_01301","Room_00018129","Audio Equipment","No",,"Unknown","Unknown","Elite","VSX-51","Unknown",9.0000,,"No","N/A","No","No","Model on front but no serial number listed and nameplate not accessible.VSX-51 is receiver 4 speakers, equalizer, tape player, CD player, record player, receiver","Dining Room_1","Dining Room"
"Appliance_00001307","SITE_01301","Room_00018124","Audio Equipment","No",,"Unknown","Unknown","Marantz","SR4002","Unknown",4.0000,,"Yes","No","No","Yes","Nameplate not accessible","Living Room_1","Living Room"
"Appliance_00001245","SITE_01305","Room_00018167","Audio Equipment","No",,"Unknown","Unknown","Proscan","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Bathroom_6","Bathroom"
"Appliance_00001240","SITE_01306","Room_00018192","Audio Equipment","No",,"Unknown","SSAOEPAL3002728","Vizio","Vsb200","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00001216","SITE_01307","Room_00018194","Audio Equipment","No",,"Unknown","Unknown","Nikko","NA-890","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001217","SITE_01307","Room_00018196","Audio Equipment","No",,"Unknown","Unknown","Timex","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001218","SITE_01307","Room_00018202","Audio Equipment","No",,"Unknown","Unknown","Innovative Technology","ITVS-200B","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Bedroom_3","Bedroom"
