Table Name,Column Name,Position,Data Description,Units,Sample Data,DataType,MaxLength,MSAccessDataType
Appliance_GameConsole.csv,Game System Release,12,"Description of game system sub-type, if applicable",,"Original; 
Unknown; 
Slim; 
Mini; 
Pro; 
Original",varchar,255,Char
Appliance_GameConsole.csv,Used for DVD or Bluray,13,Indicates whether the game console is used for DVD or Bluray,,"Yes; 
No; 
Unknown; 
Yes; 
No; 
Unknown",varchar,255,Char
Appliance_GameConsole.csv,Used to access Internet,14,Indicates whether the game console is used to access the internet,,"Yes; 
No; 
Unknown; 
Yes; 
No; 
Unknown",varchar,255,Char
Appliance_GameConsole.csv,Wifi Enabled,15,Indicates whether the dryer is WiFi enabled,,"Yes; 
Unknown; 
No; 
Yes; 
Unknown; 
No",varchar,255,Char
Appliance_GameConsole.csv,Notes,16,Notes about the game system,,"N/A; 
No access to console for nameplate information; 
No access to nameplate; 
Model but serial #; 
No model but serial available; 
Tag was worn away.",varchar,1000,LongChar
Appliance_GameConsole.csv,Room Name,17,Denotes the room that the game system is in,,"Family Room_1; 
Living Room_1; 
Bedroom_1; 
Bedroom_2; 
Office_1; 
Bedroom_7",varchar,255,Char
Appliance_GameConsole.csv,Room Type,18,Denotes the type of room the game system is located in,,"Family Room; 
Living Room; 
Bedroom; 
Office; 
Bathroom; 
Kitchen",varchar,255,Char
Appliance_LargeUnusualLoad.csv,PK_ApplianceID,1,Appliance ID key. Each appliance has a unique value. ,,"Appliance_00022623; 
Appliance_00007703; 
Appliance_00007699; 
Appliance_00007704; 
Appliance_00007761; 
Appliance_00007762",varchar,255,Char
Appliance_LargeUnusualLoad.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"BLDG_00232; 
SITE_00006; 
SITE_00010; 
SITE_00011; 
SITE_00015; 
SITE_00076",varchar,255,Char
Appliance_LargeUnusualLoad.csv,CK_RoomID,3,Room ID key. Each room has a unique value. This key can be used to map to other datasets,,"Room_00015023; 
Room_00006442; 
Room_00006483; 
Room_00006498; 
Room_00006530; 
Room_00006533",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Type,4,Indicates type of large unusual load,,"Well Pump; 
Large Unusual Load; 
Well Pump; 
Large Unusual Load; 
Well Pump; 
Large Unusual Load",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Large Unusual Load Type,5,Description of the large unusual load type,,"N/A; 
Unknown; 
Engine Block Heater; 
Water Feature; 
Massage Chair; 
Treadmill",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Large Unusual Load Quantity,6,The quantity of large unusual loads,,"1; 
2; 
4; 
3; 
1; 
2",int,4,Integer
Appliance_LargeUnusualLoad.csv,Large Unusual Load Quantity_notes,7,Provides a description of the NULL values in the Large Unusual Load Quantity field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Year of Manufacture on Nameplate,8,Indicates if the year of manufacture is on the nameplate,,"No; 
Yes; 
Unknown; 
No; 
Yes; 
Unknown",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Vintage,9,Year of manufacture for the large unusual load,,"2010; 
1981; 
2008; 
2006; 
2009; 
2014",int,4,Integer
Appliance_LargeUnusualLoad.csv,Vintage_notes,10,Provides a description of the NULL values in the Vintage field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Serial,11,Lists the serial number of the large unusual load,,"Unknown; 
08I12585; 
405-17515-87101; 
VD161052B; 
204CYRNO2702; 
6211",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Make,12,Lists the make of the large unusual load,,"Unknown; 
Pro-Form; 
General Electric; 
Htt; 
NordicTrack; 
Invacare",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Model,13,Lists the model of the large unusual load,,"Unknown; 
6008; 
T5.7; 
Home fill- II; 
Komplete Kontrol S61; 
500800",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Energy Star,14,Indicates whether the large unusual load is Energy Star labeled,,"Unknown; 
Yes; 
No; 
Unknown; 
Yes; 
No",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Wifi Enabled,15,Indicates whether the dryer is WiFi enabled,,"N/A; 
No; 
Unknown; 
Yes; 
N/A; 
No",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Well Pump Controlled by VSD,16,Indicates whether the well pump is controlled by a variable speed device,,"Unknown; 
N/A; 
Yes; 
No; 
Unknown; 
N/A",varchar,255,Char
Appliance_LargeUnusualLoad.csv,VSD Motor Input,17,Input power for VSD motor associated with the well pump,,"2.4; 
1.5; 
1; 
0.5; 
0.75; 
3",decimal,9,Double
Appliance_LargeUnusualLoad.csv,VSD Motor Input_notes,18,Provides a description of the NULL values in the VSD Motor Input field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Appliance_LargeUnusualLoad.csv,VSD Motor Input Units,19,Units of VSD input power,,"Unknown; 
N/A; 
kW; 
HP; 
Unknown; 
N/A",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Notes,20,Notes about the large unusual load,,"N/A; 
Compressor and oxygen concentrator; 
Max input 10.4A 230V; 
Home has salon in refurbished single car garage space; 
Could not access nameplate, homeowner estimated use around 2-3 hours/day; 
Includes 3 small led lights",varchar,1000,LongChar
Appliance_LargeUnusualLoad.csv,Room Name,21,Denotes the room that the large unusual load is in,,"Outside_1; 
Living Room_1; 
Outside_2; 
Dining Room_1; 
Family Room_1; 
Family Room_2",varchar,255,Char
Appliance_LargeUnusualLoad.csv,Room Type,22,Denotes the type of room the large unusual load is located in,,"Outside; 
Living Room; 
Dining Room; 
Family Room; 
Bedroom; 
Kitchen",varchar,255,Char
Appliance_PowerStrip.csv,PK_ApplianceID,1,Appliance ID key. Each appliance has a unique value. ,,"Appliance_00008124; 
Appliance_00008125; 
Appliance_00008126; 
Appliance_00009592; 
Appliance_00008540; 
Appliance_00008426",varchar,255,Char
Appliance_PowerStrip.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"BLDG_00462; 
SITE_00001; 
SITE_00002; 
SITE_00003; 
SITE_00004; 
SITE_00005",varchar,255,Char
Appliance_PowerStrip.csv,CK_RoomID,3,Room ID key. Each room has a unique value. This key can be used to map to other datasets,,"Room_00021469; 
Room_00021470; 
Room_00021476; 
Room_00006381; 
Room_00006393; 
Room_00006406",varchar,255,Char
Appliance_PowerStrip.csv,Type,4,Indicates type of power strip,,"Power Strip; 
Power Strip; 
Power Strip; 
Power Strip; 
Power Strip; 
Power Strip",varchar,255,Char
Appliance_PowerStrip.csv,Year of Manufacture on Nameplate,5,Indicates if the year of manufacture is on the nameplate,,"No; 
Yes; 
No; 
Yes; 
No; 
Yes",varchar,255,Char
Appliance_PowerStrip.csv,Vintage,6,Year of manufacture for the power strip,,"2002; 
2003; 
1997; 
2000; 
2015; 
2014",int,4,Integer
Appliance_PowerStrip.csv,Vintage_notes,7,Provides a description of the NULL values in the Vintage field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_PowerStrip.csv,Serial,8,Lists the serial number of the power strip,,"Unknown; 
N/A; 
55248-PS600; 
E152555; 
6463; 
0896C",varchar,255,Char
Appliance_PowerStrip.csv,Make,9,Lists the make of the power strip,,"Unknown; 
Enercell; 
Belkin; 
Utilitech; 
Lightspeed 2000; 
Ace",varchar,255,Char
Appliance_PowerStrip.csv,Model,10,Lists the model of the power strip,,"Unknown; 
E89769; 
F5C550; 
2225-ylpt-21am2; 
86172; 
Sp600",varchar,255,Char
Appliance_PowerStrip.csv,Energy Star,11,Indicates whether the power strip is Energy Star labeled,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,255,Char
Appliance_PowerStrip.csv,Application,12,The application the power strip is used for,,"Home Office; 
Entertainment Center; 
Other; 
Unknown; 
Home Office; 
Entertainment Center",varchar,255,Char
Appliance_PowerStrip.csv,Smart Power Strip,13,Indicates whether the power strip is a smart power strip,,"No; 
Yes; 
Unknown; 
No; 
Yes; 
Unknown",varchar,255,Char
Appliance_PowerStrip.csv,Power Strip Device Qty,14,The number of devices (excluding electronics chargers) plugged into the power strip,,"5; 
3; 
4; 
2; 
1; 
7",int,4,Integer
Appliance_PowerStrip.csv,Power Strip Device Qty_notes,15,Provides a description of the NULL values in the Power Strip Device Qty field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_PowerStrip.csv,Description of Devices Plugged In,16,Description of devices plugged into the power strip,,"Security system, computer, monitor; 
TV, DVD, paper shredder, vhs, cable; 
Monitor, desktop, printer; 
TV, monitor, cpu, router/modem; 
TV & accessories; 
TV, STB, charger",varchar,255,Char
Appliance_PowerStrip.csv,Qty of Electronics Chargers Plugged In,17,The number of electronics chargers plugged into the power strip,,"1; 
2; 
4; 
3; 
6; 
1",int,4,Integer
Appliance_PowerStrip.csv,Qty of Electronics Chargers Plugged In_notes,18,Provides a description of the NULL values in the Qty of Electronics Chargers Plugged In field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_PowerStrip.csv,Wifi Enabled,19,Indicates whether the dryer is WiFi enabled,,"No; 
Unknown; 
No; 
Unknown; 
No; 
Unknown",varchar,255,Char
Appliance_PowerStrip.csv,Notes,20,Notes about the power strip,,"Not accessible; 
N/A; 
Attached to wall. Unable to read label; 
Could not access; 
Unclear if listed number is serial or something else; 
Power strip behind entertainment center and not accessible",varchar,1000,LongChar
Appliance_PowerStrip.csv,Room Name,21,Denotes the room that the power strip is in,,"Office_1; 
Recreation_1; 
Office_2; 
Living Room_1; 
Family Room_2; 
Bedroom_6",varchar,255,Char
Appliance_PowerStrip.csv,Room Type,22,Denotes the type of room the power strip is located in,,"Office; 
Recreation; 
Living Room; 
Family Room; 
Bedroom; 
Kitchen",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,PK_ApplianceID,1,#N/A,,"Appliance_00011168; 
Appliance_00012306; 
Appliance_00012037; 
Appliance_00012697; 
Appliance_00012228; 
Appliance_00012710",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,CK_SiteID,2,#N/A,,"BLDG_00029; 
BLDG_00062; 
BLDG_00113; 
BLDG_00142; 
BLDG_00211; 
BLDG_00221",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,CK_RoomID,3,#N/A,,"Room_00007141; 
Room_00007427; 
Room_00009678; 
Room_00010004; 
Room_00014582; 
Room_00014734",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Type,4,#N/A,,"Refrigerator; 
Freezer; 
Refrigerator; 
Freezer; 
Refrigerator; 
Freezer",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Style,5,#N/A,,"R/F Top Freezer; 
Freezer, upright; 
Side by Side Refrigerator/Freezer; 
Side by Side w/ Bottom Freezer; 
Freezer, chest; 
R/F Bottom Freezer",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Year of Manufacture on Nameplate,6,#N/A,,"No; 
Yes; 
Unknown; 
No; 
Yes; 
Unknown",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Vintage,7,#N/A,,"1993; 
2010; 
2013; 
1997; 
2014; 
2006",int,4,Integer
Appliance_Refrigerator_Freezer.csv,Vintage_notes,8,#N/A,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Serial,9,#N/A,,"Unknown; 
ST785958; 
TM748571; 
MG757249; 
SG758783; 
k42002472",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Make,10,#N/A,,"Hotpoint; 
Tappan; 
General Electric; 
Whirlpool; 
Unknown; 
Sears",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Model,11,#N/A,,"Unknown; 
MRT15CNAZO; 
HTS16BBSHRWW; 
Ta14s cb; 
W4txnwfwq03; 
GTE16DTHCRWW",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Energy Star,12,#N/A,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Size (Cu ft),13,#N/A,Cubic feet,"16; 
15; 
14.39; 
12; 
20; 
25.2",decimal,9,Double
Appliance_Refrigerator_Freezer.csv,Size (Cu ft)_notes,14,#N/A,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Icemaker Present,15,#N/A,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Icemaker type,16,#N/A,,"Unknown; 
N/A; 
In freezer; 
Through door; 
Unknown; 
N/A",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Icemaker Working,17,#N/A,,"Unknown; 
N/A; 
No; 
Yes; 
Unknown; 
N/A",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Percent of Year Used,18,#N/A,%,"1; 
0.2; 
0.9; 
0.8; 
0.3; 
0.4",decimal,9,Double
Appliance_Refrigerator_Freezer.csv,Percent of Year Used_notes,19,#N/A,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Wifi Enabled,20,#N/A,,"No; 
Unknown; 
Yes; 
No; 
Unknown; 
Yes",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Notes,21,#N/A,,"Refrigerator locked; 
N/A; 
Could not locate nameplate; 
No size listed; 
size unknown; 
Cannot locate naneplate",varchar,1000,LongChar
Appliance_Refrigerator_Freezer.csv,Room Name,22,#N/A,,"Kitchen_1; 
Other_1; 
Office_1; 
Laundry_1; 
Lobby_1; 
Recreation_1",varchar,255,Char
Appliance_Refrigerator_Freezer.csv,Room Type,23,#N/A,,"Kitchen; 
Other; 
Office; 
Laundry; 
Lobby; 
Recreation",varchar,255,Char
Appliance_Stove_Oven.csv,PK_ApplianceID,1,Appliance ID key. Each appliance has a unique value. ,,"Appliance_00014628; 
Appliance_00014448; 
Appliance_00014576; 
Appliance_00013838; 
Appliance_00014840; 
Appliance_00013098",varchar,255,Char
Appliance_Stove_Oven.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"BLDG_00062; 
BLDG_00113; 
BLDG_00211; 
BLDG_00252; 
BLDG_00379; 
BLDG_00398",varchar,255,Char
Appliance_Stove_Oven.csv,CK_RoomID,3,Room ID key. Each room has a unique value. This key can be used to map to other datasets,,"Room_00007427; 
Room_00009678; 
Room_00014582; 
Room_00016212; 
Room_00018003; 
Room_00004291",varchar,255,Char
Appliance_Stove_Oven.csv,Type,4,Indicates type of stove/oven,,"Stove/Oven; 
Stove/Oven; 
Stove/Oven; 
Stove/Oven; 
Stove/Oven; 
Stove/Oven",varchar,255,Char
Appliance_Stove_Oven.csv,Year of Manufacture on Nameplate,5,Indicates if the year of manufacture is on the nameplate,,"No; 
Unknown; 
Yes; 
No; 
Unknown; 
Yes",varchar,255,Char
Appliance_Stove_Oven.csv,Vintage,6,Year of manufacture for the stove/oven,,"2008; 
1975; 
2009; 
2015; 
2003; 
2014",int,4,Integer
Appliance_Stove_Oven.csv,Vintage_notes,7,Provides a description of the NULL values in the Vintage field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_Stove_Oven.csv,Serial,8,Lists the serial number of the stove/oven,,"Unknown; 
DR171339P; 
M54421813; 
AS147827Q; 
R63010925; 
N/A",varchar,255,Char
Appliance_Stove_Oven.csv,Make,9,Lists the make of the stove/oven,,"Unknown; 
General Electric; 
Whirlpool; 
Fisher & Paykel; 
KitchenAid; 
Frigidaire",varchar,255,Char
Appliance_Stove_Oven.csv,Model,10,Lists the model of the stove/oven,,"Unknown; 
JBS15; 
Rde6030w; 
J BP15D M1WW; 
J bs05 dy1ad; 
J bs03 h2wh",varchar,255,Char
Appliance_Stove_Oven.csv,Energy Star,11,Indicates whether the stove/oven is Energy Star labeled,,"Unknown; 
No; 
Yes; 
Unknown; 
No; 
Yes",varchar,255,Char
Appliance_Stove_Oven.csv,Primary,12,Indicates whether the stove/oven is the primary one,,"Yes; 
No; 
Unknown; 
Yes; 
No; 
Unknown",varchar,255,Char
Appliance_Stove_Oven.csv,Stove Fuel,13,Specifies the fuel for the stove,,"Electric; 
Gas; 
No Stove; 
Propane; 
Unknown; 
Electric",varchar,255,Char
Appliance_Stove_Oven.csv,Oven Fuel,14,Specifies the fuel for the oven,,"Electric; 
No oven; 
Gas; 
Propane; 
Dual Gas/Electric; 
Unknown",varchar,255,Char
Appliance_Stove_Oven.csv,Wifi Enabled,15,Indicates whether the dryer is WiFi enabled,,"No; 
N/A; 
Unknown; 
Yes; 
No; 
N/A",varchar,255,Char
Appliance_Stove_Oven.csv,Notes,16,Notes about the stove/oven,,"N/A; 
Stove/Oven: Oven and range separate, nameplate is for oven, no nameplate for range; 
Stove/Oven: No nameplate; 
Stove/Oven: Could not locate nameplate; 
Stove/Oven: No mfg label.; 
Stove/Oven: Mini sized, No label",varchar,1000,LongChar
Appliance_Stove_Oven.csv,Room Name,17,Denotes the room that the stove/oven is in,,"Other_1; 
Office_1; 
Kitchen_1; 
Recreation_1; 
Other_3; 
Living Room_1",varchar,255,Char
Appliance_Stove_Oven.csv,Room Type,18,Denotes the type of room the stove/oven is located in,,"Other; 
Office; 
Kitchen; 
Recreation; 
Living Room; 
Dining Room",varchar,255,Char
Appliance_Television.csv,PK_ApplianceID,1,Appliance ID key. Each appliance has a unique value. ,,"Appliance_00018913; 
Appliance_00020259; 
Appliance_00019961; 
Appliance_00020604; 
Appliance_00017684; 
Appliance_00017713",varchar,255,Char
Appliance_Television.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"BLDG_00029; 
BLDG_00062; 
BLDG_00113; 
BLDG_00379; 
BLDG_00382; 
BLDG_00398",varchar,255,Char
Appliance_Television.csv,CK_RoomID,3,Room ID key. Each room has a unique value. This key can be used to map to other datasets,,"Room_00007141; 
Room_00007427; 
Room_00009678; 
Room_00018003; 
Room_00004064; 
Room_00004291",varchar,255,Char
Appliance_Television.csv,Type,4,Indicates type of TV,,"Television; 
Television; 
Television; 
Television; 
Television; 
Television",varchar,255,Char
Appliance_Television.csv,Year of Manufacture on Nameplate,5,Indicates if the year of manufacture is on the nameplate,,"Yes; 
No; 
Yes; 
No; 
Yes; 
No",varchar,255,Char
Appliance_Television.csv,Vintage,6,Year of manufacture for the TV,,"2014; 
2009; 
2007; 
2013; 
2017; 
2016",int,4,Integer
Appliance_Television.csv,Vintage_notes,7,Provides a description of the NULL values in the Vintage field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Appliance_Television.csv,Serial,8,Lists the serial number of the TV,,"N/A; 
Unknown; 
L50900LLB75665; 
LWZQPKEQ2305800; 
0430JBVB3B33916; 
LAUSUKBS1001342",varchar,255,Char
Appliance_Television.csv,Make,9,Lists the make of the TV,,"Hitachi; 
Insignia; 
Sanyo; 
Toshiba; 
Magnavox; 
LG",varchar,255,Char
Appliance_Television.csv,Model,10,Lists the model of the TV,,"60V500A; 
Unknown; 
DP46849; 
Dp32647; 
32L1350U1; 
55LJ5500",varchar,255,Char
Appliance_Television.csv,Energy Star,11,Indicates whether the TV is Energy Star labeled,,"Yes; 
Unknown; 
No; 
Yes; 
Unknown; 
No",varchar,255,Char
Appliance_Television.csv,TV Screen Type,12,Specifies the screen type for the television,,"Projector (Non-CRT); 
Unknown; 
LCD; 
Tube (CRT and internal or rear projector); 
LED LCD; 
LED",varchar,255,Char
Appliance_Television.csv,TV Screen Surface,13,Indicates the TV screen surface for the TV,,"Flat; 
Curved; 
None (Projector); 
Unknown; 
Flat; 
Curved",varchar,255,Char
Appliance_Television.csv,TV Resolution,14,Denotes the resolution of the TV,,"Unknown; 
FHD (1080P); 
Standard Definition; 
High Definition (720P); 
UHD (4080P); 
1080I",varchar,255,Char
Appliance_Television.csv,Primary,15,Indicates whether the stove/oven is the primary one,,"Unknown; 
All used about the same; 
Secondary; 
Tertiary; 
Quarternary; 
No",varchar,255,Char
